sourcesourceDB,sourceCollection,sourceFieldLocation,sourceDataType,destinationTable,destinationField,destinationDataType,function,meta
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareCosts[*].children[*].lastName,string,childcare,claimElement_declaredChildcareProviders_childcareCosts_children_lastName,string,, PII:UNKNOWN
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareCosts[*].dateDeclared,string,childcare,claimElement_declaredChildcareProviders_childcareCosts_dateDeclared,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareCosts[*].datePaid,string,childcare,claimElement_declaredChildcareProviders_childcareCosts_datePaid,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareCosts[*].dateVerified,string,childcare,claimElement_declaredChildcareProviders_childcareCosts_dateVerified,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareCosts[*].id,string,childcare,claimElement_declaredChildcareProviders_childcareCosts_id,string,, PII:UNKNOWN
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareCosts[*].periodEnd,string,childcare,claimElement_declaredChildcareProviders_childcareCosts_periodEnd,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareCosts[*].periodStart,string,childcare,claimElement_declaredChildcareProviders_childcareCosts_periodStart,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareCosts[*].providerId,string,childcare,claimElement_declaredChildcareProviders_childcareCosts_providerId,string,, PII:UNKNOWN
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareProvider.address1,string,childcare,claimElement_declaredChildcareProviders_childcareProvider_address1,string,, PII:UNKNOWN
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareProvider.address2,string,childcare,claimElement_declaredChildcareProviders_childcareProvider_address2,string,, PII:UNKNOWN
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareProvider.id,string,childcare,claimElement_declaredChildcareProviders_childcareProvider_id,string,, PII:UNKNOWN
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareProvider.phoneNumber,string,childcare,claimElement_declaredChildcareProviders_childcareProvider_phoneNumber,string,, PII:UNKNOWN
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareProvider.postcode,string,childcare,claimElement_declaredChildcareProviders_childcareProvider_postcode,string,, PII:UNKNOWN
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareProvider.providerName,string,childcare,claimElement_declaredChildcareProviders_childcareProvider_providerName,string,, PII:UNKNOWN
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareProvider.registrationNumber,string,childcare,claimElement_declaredChildcareProviders_childcareProvider_registrationNumber,string,, PII:UNKNOWN
accepted-data,childcare,claimElement.declaredChildcareProviders[*].childcareProvider.town,string,childcare,claimElement_declaredChildcareProviders_childcareProvider_town,string,, PII:UNKNOWN
accepted-data,childcare,claimElement.declaredDateTime.d_date,string,childcare,claimElement_declaredDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,childcare,claimElement.effectiveDate.type,string,childcare,claimElement_effectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
accepted-data,childcare,claimElement.effectiveDate.date,string,childcare,claimElement_effectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,childcare,claimElement.hasChildcareCosts,boolean,childcare,claimElement_hasChildcareCosts,string,, PII:UNKNOWN
accepted-data,childcare,claimElement.paymentEffectiveDate.type,string,childcare,claimElement_paymentEffectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
accepted-data,childcare,claimElement.paymentEffectiveDate.date,string,childcare,claimElement_paymentEffectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,childcare,claimElement.type,string,childcare,claimElement_type,string,,JsonTypeName : childcare PII:UNKNOWN
accepted-data,childcare,createdDateTime.d_date,string,childcare,createdDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,childcare,declarationId,string,childcare,declarationId,string,,UUID:uk.gov.dwp.universe.declaration.DeclarationId PII:UNKNOWN
accepted-data,childcare,invalidated.dateTime.d_date,string,childcare,invalidated_dateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,childcare,invalidated.reason,string,childcare,invalidated_reason,string,, PII:UNKNOWN
accepted-data,childcare,_id.d_oid,string,childcare,id,string,,
accepted-data,childrenCircumstances,acceptedDateTime.d_date,string,childrenCircumstances,acceptedDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.contractId,string,childrenCircumstances,claimElement_contractId,string,,UUID:uk.gov.dwp.universe.claim.ContractId PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.declaredDateTime,string,childrenCircumstances,claimElement_declaredDateTime,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.effectiveDate.hasDate,boolean,childrenCircumstances,claimElement_effectiveDate_hasDate,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.effectiveDate.knownDate,string,childrenCircumstances,claimElement_effectiveDate_knownDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.paymentEffectiveDate.hasDate,boolean,childrenCircumstances,claimElement_paymentEffectiveDate_hasDate,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.paymentEffectiveDate.knownDate,string,childrenCircumstances,claimElement_paymentEffectiveDate_knownDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].adoptedOrUnderGuardianship,boolean,childrenCircumstances,claimElement_children_adoptedOrUnderGuardianship,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].dateOfBirth,string,childrenCircumstances,claimElement_children_dateOfBirth,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].declarationDate,string,childrenCircumstances,claimElement_children_declarationDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].disabilityDetails.dlaCareComponent,string,childrenCircumstances,claimElement_children_disabilityDetails_dlaCareComponent,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].disabilityDetails.pipDailyLivingComponent,string,childrenCircumstances,claimElement_children_disabilityDetails_pipDailyLivingComponent,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].disabilityDetails.receivingDisabilityLivingAllowance,boolean,childrenCircumstances,claimElement_children_disabilityDetails_receivingDisabilityLivingAllowance,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].disabilityDetails.receivingPersonalIndependencePayment,boolean,childrenCircumstances,claimElement_children_disabilityDetails_receivingPersonalIndependencePayment,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].disabilityDetails.registeredBlind,boolean,childrenCircumstances,claimElement_children_disabilityDetails_registeredBlind,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].fullName,string,childrenCircumstances,claimElement_children_fullName,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].gender,string,childrenCircumstances,claimElement_children_gender,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].id,string,childrenCircumstances,claimElement_children_id,string,,UUID:uk.gov.dwp.universe.claim.children.ChildId PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].inQualifyingFullTimeEducation,boolean,childrenCircumstances,claimElement_children_inQualifyingFullTimeEducation,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].nonDependantDetails.awayOnArmedForcesOperations,boolean,childrenCircumstances,claimElement_children_nonDependantDetails_awayOnArmedForcesOperations,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].nonDependantDetails.personIsClaimantsChild,boolean,childrenCircumstances,claimElement_children_nonDependantDetails_personIsClaimantsChild,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].nonDependantDetails.primaryCarer,string,childrenCircumstances,claimElement_children_nonDependantDetails_primaryCarer,string,,UUID:uk.gov.dwp.universe.claim.children.ChildId PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].nonDependantDetails.receivingArmedForcesIndependencePayment,boolean,childrenCircumstances,claimElement_children_nonDependantDetails_receivingArmedForcesIndependencePayment,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].nonDependantDetails.receivingAttendanceAllowance,boolean,childrenCircumstances,claimElement_children_nonDependantDetails_receivingAttendanceAllowance,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].nonDependantDetails.receivingCarersAllowance,boolean,childrenCircumstances,claimElement_children_nonDependantDetails_receivingCarersAllowance,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].nonDependantDetails.receivingDisabilityLivingAllowance,boolean,childrenCircumstances,claimElement_children_nonDependantDetails_receivingDisabilityLivingAllowance,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].nonDependantDetails.receivingPersonalIndependencePayment,boolean,childrenCircumstances,claimElement_children_nonDependantDetails_receivingPersonalIndependencePayment,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].nonDependantDetails.receivingStatePensionCredit,boolean,childrenCircumstances,claimElement_children_nonDependantDetails_receivingStatePensionCredit,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].removalDate,string,childrenCircumstances,claimElement_children_removalDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].temporaryAbsence.abroadForMoreThanOneMonth,boolean,childrenCircumstances,claimElement_children_temporaryAbsence_abroadForMoreThanOneMonth,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].temporaryAbsence.inPrison,boolean,childrenCircumstances,claimElement_children_temporaryAbsence_inPrison,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.children[*].temporaryAbsence.inTheCareOfLocalAuthority,boolean,childrenCircumstances,claimElement_children_temporaryAbsence_inTheCareOfLocalAuthority,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.declaredDateTime.d_date,string,childrenCircumstances,claimElement_declaredDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.effectiveDate.type,string,childrenCircumstances,claimElement_effectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.effectiveDate.date,string,childrenCircumstances,claimElement_effectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.hasExceptionToTwoChildPolicy,boolean,childrenCircumstances,claimElement_hasExceptionToTwoChildPolicy,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.paymentEffectiveDate.type,string,childrenCircumstances,claimElement_paymentEffectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.paymentEffectiveDate.date,string,childrenCircumstances,claimElement_paymentEffectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.primaryCarerId,string,childrenCircumstances,claimElement_primaryCarerId,string,,UUID:uk.gov.dwp.universe.identification.ids.ClaimantId PII:UNKNOWN
accepted-data,childrenCircumstances,claimElement.type,string,childrenCircumstances,claimElement_type,string,,JsonTypeName : childrenCircumstances PII:UNKNOWN
accepted-data,childrenCircumstances,createdDateTime.d_date,string,childrenCircumstances,createdDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,childrenCircumstances,declarationId,string,childrenCircumstances,declarationId,string,,UUID:uk.gov.dwp.universe.declaration.DeclarationId PII:UNKNOWN
accepted-data,childrenCircumstances,invalidated.dateTime.d_date,string,childrenCircumstances,invalidated_dateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,childrenCircumstances,invalidated.reason,string,childrenCircumstances,invalidated_reason,string,, PII:UNKNOWN
accepted-data,childrenCircumstances,_id.declarationId,string,childrenCircumstances,id,string,,
accepted-data,educationCircumstances,acceptedDateTime.d_date,string,educationCircumstances,acceptedDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,educationCircumstances,claimElement.contractId,string,educationCircumstances,claimElement_contractId,string,,UUID:uk.gov.dwp.universe.claim.ContractId PII:UNKNOWN
accepted-data,educationCircumstances,claimElement.declaredDateTime,string,educationCircumstances,claimElement_declaredDateTime,string,, PII:UNKNOWN
accepted-data,educationCircumstances,claimElement.effectiveDate.hasDate,boolean,educationCircumstances,claimElement_effectiveDate_hasDate,string,, PII:UNKNOWN
accepted-data,educationCircumstances,claimElement.effectiveDate.knownDate,string,educationCircumstances,claimElement_effectiveDate_knownDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,educationCircumstances,claimElement.paymentEffectiveDate.hasDate,boolean,educationCircumstances,claimElement_paymentEffectiveDate_hasDate,string,, PII:UNKNOWN
accepted-data,educationCircumstances,claimElement.paymentEffectiveDate.knownDate,string,educationCircumstances,claimElement_paymentEffectiveDate_knownDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,educationCircumstances,claimElement.claimantId,string,educationCircumstances,claimElement_claimantId,string,,UUID:uk.gov.dwp.universe.identification.ids.ClaimantId PII:UNKNOWN
accepted-data,educationCircumstances,claimElement.declaredDateTime.d_date,string,educationCircumstances,claimElement_declaredDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,educationCircumstances,claimElement.effectiveDate.type,string,educationCircumstances,claimElement_effectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
accepted-data,educationCircumstances,claimElement.effectiveDate.date,string,educationCircumstances,claimElement_effectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,educationCircumstances,claimElement.fullTimeEducation,boolean,educationCircumstances,claimElement_fullTimeEducation,string,, PII:UNKNOWN
accepted-data,educationCircumstances,claimElement.paymentEffectiveDate.type,string,educationCircumstances,claimElement_paymentEffectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
accepted-data,educationCircumstances,claimElement.paymentEffectiveDate.date,string,educationCircumstances,claimElement_paymentEffectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,educationCircumstances,claimElement.type,string,educationCircumstances,claimElement_type,string,,JsonTypeName : educationCircumstances PII:UNKNOWN
accepted-data,educationCircumstances,createdDateTime.d_date,string,educationCircumstances,createdDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,educationCircumstances,declarationId,string,educationCircumstances,declarationId,string,,UUID:uk.gov.dwp.universe.declaration.DeclarationId PII:UNKNOWN
accepted-data,educationCircumstances,invalidated.dateTime.d_date,string,educationCircumstances,invalidated_dateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,educationCircumstances,invalidated.reason,string,educationCircumstances,invalidated_reason,string,, PII:UNKNOWN
accepted-data,educationCircumstances,_id.d_oid,string,educationCircumstances,id,string,,
accepted-data,employmentCircumstances,acceptedDateTime.d_date,string,employmentCircumstances,acceptedDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.contractId,string,employmentCircumstances,claimElement_contractId,string,,UUID:uk.gov.dwp.universe.claim.ContractId PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.declaredDateTime,string,employmentCircumstances,claimElement_declaredDateTime,string,, PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.effectiveDate.hasDate,boolean,employmentCircumstances,claimElement_effectiveDate_hasDate,string,, PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.effectiveDate.knownDate,string,employmentCircumstances,claimElement_effectiveDate_knownDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.paymentEffectiveDate.hasDate,boolean,employmentCircumstances,claimElement_paymentEffectiveDate_hasDate,string,, PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.paymentEffectiveDate.knownDate,string,employmentCircumstances,claimElement_paymentEffectiveDate_knownDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.claimantId,string,employmentCircumstances,claimElement_claimantId,string,,UUID:uk.gov.dwp.universe.identification.ids.ClaimantId PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.effectiveDate.type,string,employmentCircumstances,claimElement_effectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.effectiveDate.date,string,employmentCircumstances,claimElement_effectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.gainfullySelfEmployed,boolean,employmentCircumstances,claimElement_gainfullySelfEmployed,string,, PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.mifReviewDate,string,employmentCircumstances,claimElement_mifReviewDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.mifReviewReason,string,employmentCircumstances,claimElement_mifReviewReason,string,, PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.minimumIncomeFloor,string,employmentCircumstances,claimElement_minimumIncomeFloor,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.minimumIncomeFloorDate,string,employmentCircumstances,claimElement_minimumIncomeFloorDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.mustReportSelfEmploymentEarnings,boolean,employmentCircumstances,claimElement_mustReportSelfEmploymentEarnings,string,, PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.paymentEffectiveDate.type,string,employmentCircumstances,claimElement_paymentEffectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.paymentEffectiveDate.date,string,employmentCircumstances,claimElement_paymentEffectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.declaredDateTime.d_date,string,employmentCircumstances,claimElement_declaredDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,employmentCircumstances,claimElement.type,string,employmentCircumstances,claimElement_type,string,,JsonTypeName : employmentCircumstances PII:UNKNOWN
accepted-data,employmentCircumstances,createdDateTime.d_date,string,employmentCircumstances,createdDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,employmentCircumstances,declarationId,string,employmentCircumstances,declarationId,string,,UUID:uk.gov.dwp.universe.declaration.DeclarationId PII:UNKNOWN
accepted-data,employmentCircumstances,invalidated.dateTime.d_date,string,employmentCircumstances,invalidated_dateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,employmentCircumstances,invalidated.reason,string,employmentCircumstances,invalidated_reason,string,, PII:UNKNOWN
accepted-data,employmentCircumstances,_id.d_oid,string,employmentCircumstances,id,string,,
accepted-data,gracePeriod,acceptedDateTime.d_date,string,gracePeriod,acceptedDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,gracePeriod,claimElement.contractId,string,gracePeriod,claimElement_contractId,string,,UUID:uk.gov.dwp.universe.claim.ContractId PII:UNKNOWN
accepted-data,gracePeriod,claimElement.declaredDateTime,string,gracePeriod,claimElement_declaredDateTime,string,, PII:UNKNOWN
accepted-data,gracePeriod,claimElement.effectiveDate.hasDate,boolean,gracePeriod,claimElement_effectiveDate_hasDate,string,, PII:UNKNOWN
accepted-data,gracePeriod,claimElement.effectiveDate.knownDate,string,gracePeriod,claimElement_effectiveDate_knownDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,gracePeriod,claimElement.paymentEffectiveDate.hasDate,boolean,gracePeriod,claimElement_paymentEffectiveDate_hasDate,string,, PII:UNKNOWN
accepted-data,gracePeriod,claimElement.paymentEffectiveDate.knownDate,string,gracePeriod,claimElement_paymentEffectiveDate_knownDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,gracePeriod,claimElement.claimantId,string,gracePeriod,claimElement_claimantId,string,,UUID:uk.gov.dwp.universe.identification.ids.ClaimantId PII:UNKNOWN
accepted-data,gracePeriod,claimElement.effectiveDate.type,string,gracePeriod,claimElement_effectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
accepted-data,gracePeriod,claimElement.effectiveDate.date,string,gracePeriod,claimElement_effectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,gracePeriod,claimElement.endDate,string,gracePeriod,claimElement_endDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,gracePeriod,claimElement.paymentEffectiveDate.type,string,gracePeriod,claimElement_paymentEffectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
accepted-data,gracePeriod,claimElement.paymentEffectiveDate.date,string,gracePeriod,claimElement_paymentEffectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,gracePeriod,claimElement.declaredDateTime.d_date,string,gracePeriod,claimElement_declaredDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,gracePeriod,claimElement.type,string,gracePeriod,claimElement_type,string,,JsonTypeName : gracePeriod PII:UNKNOWN
accepted-data,gracePeriod,createdDateTime.d_date,string,gracePeriod,createdDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,gracePeriod,declarationId,string,gracePeriod,declarationId,string,,UUID:uk.gov.dwp.universe.declaration.DeclarationId PII:UNKNOWN
accepted-data,gracePeriod,invalidated.dateTime.d_date,string,gracePeriod,invalidated_dateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,gracePeriod,invalidated.reason,string,gracePeriod,invalidated_reason,string,, PII:UNKNOWN
accepted-data,gracePeriod,_id.d_oid,string,gracePeriod,id,string,,
accepted-data,guardiansAllowance,acceptedDateTime.d_date,string,guardiansAllowance,acceptedDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.contractId,string,guardiansAllowance,claimElement_contractId,string,,UUID:uk.gov.dwp.universe.claim.ContractId PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.declaredDateTime,string,guardiansAllowance,claimElement_declaredDateTime,string,, PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.effectiveDate.hasDate,boolean,guardiansAllowance,claimElement_effectiveDate_hasDate,string,, PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.effectiveDate.knownDate,string,guardiansAllowance,claimElement_effectiveDate_knownDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.paymentEffectiveDate.hasDate,boolean,guardiansAllowance,claimElement_paymentEffectiveDate_hasDate,string,, PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.paymentEffectiveDate.knownDate,string,guardiansAllowance,claimElement_paymentEffectiveDate_knownDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.claimantId,string,guardiansAllowance,claimElement_claimantId,string,,UUID:uk.gov.dwp.universe.identification.ids.ClaimantId PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.declaredDateTime.d_date,string,guardiansAllowance,claimElement_declaredDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.effectiveDate.type,string,guardiansAllowance,claimElement_effectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.effectiveDate.date,string,guardiansAllowance,claimElement_effectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.namesAndDates[*].endDate,string,guardiansAllowance,claimElement_namesAndDates_endDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.namesAndDates[*].name,string,guardiansAllowance,claimElement_namesAndDates_name,string,, PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.namesAndDates[*].startDate,string,guardiansAllowance,claimElement_namesAndDates_startDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.paymentEffectiveDate.type,string,guardiansAllowance,claimElement_paymentEffectiveDate_type,string,,JsonTypeName : SPECIFIC_EFFECTIVE_DATE PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.paymentEffectiveDate.date,string,guardiansAllowance,claimElement_paymentEffectiveDate_date,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.receivingGuardiansAllowance,boolean,guardiansAllowance,claimElement_receivingGuardiansAllowance,string,, PII:UNKNOWN
accepted-data,guardiansAllowance,claimElement.type,string,guardiansAllowance,claimElement_type,string,,JsonTypeName : guardiansAllowance PII:UNKNOWN
accepted-data,guardiansAllowance,createdDateTime.d_date,string,guardiansAllowance,createdDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,guardiansAllowance,declarationId,string,guardiansAllowance,declarationId,string,,UUID:uk.gov.dwp.universe.declaration.DeclarationId PII:UNKNOWN
accepted-data,guardiansAllowance,invalidated.dateTime.d_date,string,guardiansAllowance,invalidated_dateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
accepted-data,guardiansAllowance,invalidated.reason,string,guardiansAllowance,invalidated_reason,string,, PII:UNKNOWN
accepted-data,guardiansAllowance,_id.d_oid,string,guardiansAllowance,id,string,,
